Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
3904,1418572036,M. Worley,Micah Worley,Worley,Micah,P,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,6,44,164,54,14,81,19,21,76,4,27
3904,1594602761,J. Smoot,Jacob Smoot,Smoot,Jacob,P,Manhattan College,MAN,730363648,Manhattan,BBC,L,L,7,48,174,65,12,101,32,21,76,23,36
3904,1140307574,J. Montgomery,Johnny Montgomery,Montgomery,Johnny,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,9,58,197,78,14,107,40,24,76,17,29
3904,1151447040,C. Hernandez,Chris Hernandez,Hernandez,Chris,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,8,52,166,76,11,107,41,24,76,24,31
3904,1199625872,T. Telfer,Trey Telfer,Telfer,Trey,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,9,41,161,73,17,93,27,29,76,15,20
3904,1849798660,R. Bailey,Ryan Bailey,Bailey,Ryan,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,R,R,5,35,144,62,15,88,26,21,76,10,26
3904,1569192807,T. Long,Ty Long,Long,Ty,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,6,40,146,74,10,93,32,32,76,21,19
3920,1143119360,E. Hart,Edward Hart,Hart,Edward,P,Duke University,DUKE,730336256,Duke,BBC,L,L,14,44,173,75,26,102,29,20,75,28,27
3920,1299968256,N. Sliver,Nolan Sliver,Sliver,Nolan,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,3,52,172,78,23,104,39,16,75,17,26
3920,1242910976,H. Alejandro,Hector Alejandro,Alejandro,Hector,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,9,51,208,82,22,115,32,28,75,34,33
3920,1114209536,C. Lutes,Conner Lutes,Lutes,Conner,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,9,50,200,59,11,98,27,21,75,16,39
3920,1100339968,V. Gohlke,Vincent Gohlke,Gohlke,Vincent,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,L,6,38,154,63,6,80,25,32,75,8,17
3920,1162336768,L. Fabre,Larson Fabre,Fabre,Larson,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,L,7,47,189,76,16,105,30,30,75,24,29
3920,1205651712,J. Stogner,John Allen Stogner,Stogner,John Allen,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,14,114,466,196,34,292,81,81,75,24,96
3920,1281917184,B. Barker,Blake Barker,Barker,Blake,P,University of Virginia,UVA,5415,Virginia,BBC,R,L,12,47,176,63,18,94,24,21,75,16,31
3920,1105388800,J. Manarchuck,JB Manarchuck,Manarchuck,JB,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,3,47,159,71,19,97,32,20,75,21,26
3920,1126280960,J. Abramson,Joe Abramson,Abramson,Joe,P,Canisius College,CAN,730218752,Canisius,BBC,L,L,10,63,210,61,8,96,37,16,75,7,35
3920,1342166583,T. Robertson,Tate Robertson,Robertson,Tate,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,8,40,138,70,15,97,31,24,75,16,27
3920,1342168888,B. Gluckman,Bryce Gluckman,Gluckman,Bryce,P,Stetson University,STET,730261504,Stetson,BBC,R,R,8,50,182,82,24,99,34,24,75,30,17
3920,1236916763,N. Janssens,Niko Janssens,Janssens,Niko,P,University of Florida,FLA,730168320,Florida,BBC,L,L,9,43,176,62,13,97,25,24,75,16,35
3920,1721882130,I. Moore,Ian Moore,Moore,Ian,P,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,12,60,207,72,8,108,38,26,75,19,36
3920,1439368356,A. Cheripka,Andrew Cheripka,Cheripka,Andrew,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,10,59,229,70,10,114,38,22,75,21,44
3920,1605076179,B. Crawford,Brandin Crawford,Crawford,Brandin,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,9,41,173,60,18,87,24,18,75,11,27
3920,1596052038,C. Moore,Cooper Moore,Moore,Cooper,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,8,51,209,85,16,112,34,35,75,31,27
3920,1969811492,L. Wechsberg,Lucien Wechsberg,Wechsberg,Lucien,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,6,36,144,63,10,89,27,26,75,12,26
3938,1125676544,C. Saner,Chad Saner,Saner,Chad,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,8,59,222,79,22,109,39,18,74,11,30
3938,1245181184,Q. Konuszewski,Quin Konuszewski,Konuszewski,Quin,P,Central Michigan University,CMU,5342,Central Michigan,BBC,L,L,15,64,241,103,29,142,43,31,74,35,39
3938,1208395264,N. Arnett,Noah Arnett,Arnett,Noah,P,Radford University,RAD,730267392,Radford,BBC,R,R,10,54,228,67,18,102,26,23,74,15,35
3938,1162265088,N. Vardavas,Nick Vardavas,Vardavas,Nick,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,5,53,206,93,18,125,37,38,74,45,32
3938,1088904960,G. Archer,Ganon Archer,Archer,Ganon,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,8,41,160,70,16,93,28,26,74,23,23
3938,1251440897,N. Argento,Nick Argento,Argento,Nick,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,6,52,197,58,6,92,31,21,74,13,34
3938,1336235520,T. Martin,Trent Martin,Martin,Trent,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,L,L,6,57,227,68,14,105,34,20,74,15,37
3938,1152980736,A. Miehe,Andrew Miehe,Miehe,Andrew,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,7,58,207,66,10,103,39,17,74,13,37
3938,1311044352,M. Zdimal,Max Zdimal,Zdimal,Max,P,Princeton University,PRIN,730198784,Princeton,BBC,L,L,9,54,208,73,15,110,30,28,74,26,37
3938,1190092032,S. DiLella,Sam DiLella,DiLella,Sam,P,Longwood University,LONG,730219264,Longwood,BBC,R,R,5,40,135,55,10,79,29,16,74,8,24
3938,1574073859,E. Gallegos,Elliot Gallegos,Gallegos,Elliot,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,6,40,148,63,20,91,22,21,74,16,28
3938,1100709888,E. Moll,Evan Moll,Moll,Evan,P,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,7,42,151,60,9,86,32,19,74,3,26
3938,1885769615,P. Dillhoff,Parker Dillhoff,Dillhoff,Parker,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,L,9,49,199,75,18,104,25,32,74,27,29
3938,1786613999,E. Borggren,Ethan Borggren,Borggren,Ethan,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,8,54,180,86,9,106,44,33,74,27,20
3938,1291522788,M. Grant,Mikhai Grant,Grant,Mikhai,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,8,43,175,57,19,95,14,24,74,13,38
3938,1507244663,B. Hager,Blake Hager,Hager,Blake,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,9,60,219,78,19,116,36,23,74,20,38
3938,1139226715,M. Meckna,Michael Meckna,Meckna,Michael,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,7,44,156,62,8,91,33,21,74,11,29
3938,1207481344,J. Vitale,Jake Vitale,Vitale,Jake,P,Winthrop University,WIN,730294784,Winthrop,BBC,L,L,6,53,192,95,26,125,38,31,74,38,30
3938,1203845169,F. Nardo,Frankie Nardo,Nardo,Frankie,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,8,43,154,53,5,83,29,19,74,4,30
3938,1468997459,G. Magill,Gus Magill,Magill,Gus,P,Cornell University,COR,730298624,Cornell,BBC,R,R,6,53,206,67,22,106,27,18,74,21,39
3938,1563908526,T. Raade,Trevor Raade,Raade,Trevor,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,L,L,5,38,149,53,12,83,26,15,74,10,30
3959,1162404352,J. Haley,Jacob Haley,Haley,Jacob,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,10,48,190,69,17,106,29,23,73,21,37
3959,1248451584,D. McAliney,Dan McAliney,McAliney,Dan,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,6,37,147,70,11,93,25,34,73,19,23
3959,1273174272,W. Banks,Will Banks,Banks,Will,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,10,57,201,74,25,112,27,22,73,32,38
3959,1196796672,J. OConnor,Jack OConnor,OConnor,Jack,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,7,51,196,83,28,114,29,26,73,37,31
3959,1230460672,B. Chamberlin,Brooks Chamberlin,Chamberlin,Brooks,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,8,44,160,75,19,97,32,24,73,21,22
3959,1196787968,A. Williamson,Austin Williamson,Williamson,Austin,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,7,54,204,86,24,114,36,26,73,11,28
3959,1197604909,A. Johnson,Axel Johnson,Johnson,Axel,P,Georgetown University,GTWN,2330,Georgetown,BBC,L,L,24,97,333,129,22,201,64,43,73,14,72
3959,1342166567,P. Munday,Parker Munday,Munday,Parker,P,University of Akron,AKR,540536064,Akron,BBC,L,L,7,44,178,62,15,94,26,21,73,15,32
3959,1509945291,C. Champey,Carter Champey,Champey,Carter,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,15,196,535,176,15,238,120,41,73,19,62
3959,1253144265,J. Nunn,JP Nunn,Nunn,JP,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,13,112,402,181,38,235,71,72,73,16,54
3959,1490241385,J. Shimmin,Josh Shimmin,Shimmin,Josh,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,9,52,157,75,15,95,33,27,73,23,20
3959,1342167653,B. Rabatin,Ben Rabatin,Rabatin,Ben,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,12,53,203,88,19,118,36,33,73,19,30
3959,1066221220,W. Elkovitch,Weston Elkovitch,Elkovitch,Weston,P,Canisius College,CAN,730218752,Canisius,BBC,L,L,9,43,165,64,14,96,33,17,73,6,32
3959,1216538372,T. Schriefer,Toby Schriefer,Schriefer,Toby,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,11,56,218,85,21,123,31,33,73,26,38
3959,1700317291,H. Slaby,Henry Slaby,Slaby,Henry,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,10,42,181,74,16,105,25,33,73,14,31
3974,1235573249,D. Goff,Dylan Goff,Goff,Dylan,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,6,37,160,70,14,107,26,30,72,26,37
3974,1178080000,D. Marose,Doug Marose,Marose,Doug,P,University of Delaware,DEL,730203136,Delaware,BBC,R,R,5,55,193,94,32,121,41,21,72,42,27
3974,1304426498,E. Paulsen,Erik Paulsen,Paulsen,Erik,TWP,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,7,49,163,74,12,95,44,18,72,17,21
3974,1155639552,R. Kimball,Roman Kimball,Kimball,Roman,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,8,41,166,46,10,82,21,15,72,9,36
3974,1099567104,C. Capomaccio,Caden Capomaccio,Capomaccio,Caden,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,4,33,129,66,13,84,24,29,72,10,18
3974,1273288704,M. Gamboa,Marcos Gamboa,Gamboa,Marcos,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,6,44,158,69,18,91,33,18,72,11,22
3974,1088452608,D. Armson,Dane Armson,Armson,Dane,P,University of Richmond,RICH,730171904,Richmond,BBC,R,R,9,46,169,58,13,94,30,15,72,13,36
3974,1100638208,T. Szczepanski,Tommy Szczepanski,Szczepanski,Tommy,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,9,48,192,58,16,99,19,23,72,19,41
3974,1269596928,G. Shearer,Garrett Shearer,Shearer,Garrett,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,2,48,186,68,13,109,34,21,72,25,41
3974,1283554560,S. Swee,Stefan Swee,Swee,Stefan,P,Monmouth University,MONM,4164,Monmouth,BBC,R,R,10,46,180,61,6,98,29,26,72,20,37
3974,1273172736,T. Bell,Tadan Bell,Bell,Tadan,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,L,6,39,157,57,12,88,25,20,72,13,31
3974,1126328294,C. Pittman,Caleb Pittman,Pittman,Caleb,P,UAB,UAB,730345984,UAB,BBC,R,R,10,48,184,66,18,102,28,20,72,20,36
3974,1148617229,N. Haro,Naun Haro,Haro,Naun,P,University of Kansas,KU,730360064,Kansas,BBC,L,L,5,31,125,46,10,76,20,16,72,7,30
3974,1180332362,H. Brummel,Henry Brummel,Brummel,Henry,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,8,49,178,60,16,94,29,15,72,19,34
3974,1177694285,A. Fisher,Austin Fisher,Fisher,Austin,P,Oakland University,OAK,5386,Oakland,BBC,R,R,12,46,172,65,9,99,31,25,72,17,34
3974,1182231232,M. Hotze,Max Hotze,Hotze,Max,P,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,8,50,210,66,16,99,22,28,72,13,33
3974,1157481128,J. Costa,John Costa,Costa,John,P,University of North Florida,UNF,730296832,North Florida,BBC,R,R,8,50,186,56,16,93,30,10,72,14,37
3991,1280828928,H. Holmes,Hunter Holmes,Holmes,Hunter,P,Wichita State University,WICH,730203904,Wichita State,BBC,L,L,16,42,182,65,16,97,21,28,71,24,32
3991,1207465216,B. Harpenau,Blaine Harpenau,Harpenau,Blaine,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,15,83,310,115,22,168,55,38,71,12,53
3991,1207765248,H. Murphy,Hayden Murphy,Murphy,Hayden,P,Auburn University,AUB,5466,Auburn,BBC,R,R,9,39,169,67,19,90,24,24,71,14,23
3991,1321821184,C. Wiegert,Cade Weigert,Wiegert,Cade,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,10,42,160,67,12,84,31,24,71,16,17
3991,1200275712,R. Moynihan,Rob Moynihan,Moynihan,Rob,P,Stonehill College,SC,730238464,Stonehill,BBC,L,R,8,47,184,64,13,103,29,22,71,21,39
3991,1298361600,J. Burrows,Jared Burrows,Burrows,Jared,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,8,46,176,68,19,97,30,19,71,18,29
3991,1085411840,B. Mann,Brandon Mann,Mann,Brandon,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,10,52,183,67,9,101,31,27,71,24,34
3991,1181602304,A. Denham,Aidan Denham,Denham,Aidan,P,UMBC,UMBC,730210304,UMBC,BBC,R,R,7,42,156,61,13,81,29,19,71,17,20
3991,1212456960,P. Davis,Preston Davis,Davis,Preston,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,7,46,196,67,25,103,19,23,71,21,36
3991,1100187904,J. Martin,Jevarra Martin,Martin,Jevarra,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,8,63,240,89,16,130,39,34,71,27,41
3991,1144599296,D. Toman,Dane Toman,Toman,Dane,P,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,8,47,194,50,9,85,27,14,71,4,35
3991,1238294528,C. Clayton,Canaan Clayton,Clayton,Canaan,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,8,53,208,79,26,115,29,24,71,20,36
3991,1038043304,J. Ovalles,Jaden Ovalles,Ovalles,Jaden,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,17,71,253,84,17,132,37,30,71,12,48
3991,1813380342,K. Lewis,Kyle Lewis,Lewis,Kyle,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,10,69,265,107,30,153,44,33,71,13,46
3991,1714052602,A. Graber,Alex Graber,Graber,Alex,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,11,60,230,77,25,107,29,23,71,27,30
4006,1217946368,L. Pettitte,Luke Pettitte,Pettitte,Luke,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,6,41,140,75,25,94,25,25,70,22,19
4006,1100142080,Y. Samboy,Yasseel Samboy,Samboy,Yasseel,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,16,136,357,135,21,182,79,35,70,8,47
4006,1162030336,C. Vida,Cole Vida,Vida,Cole,P,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,9,58,201,73,19,93,32,22,70,16,20
4006,1142736128,K. Thomas,Kassius Thomas,Thomas,Kassius,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,10,45,159,62,11,87,26,25,70,14,25
4006,1176556288,M. Perkins,Mark Perkins,Perkins,Mark,P,Rice University,RICE,2352,Rice,BBC,R,R,8,55,181,75,19,105,36,20,70,26,30
4006,1205093632,D. Whitfield,Donovan Whifield,Whitfield,Donovan,P,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,13,108,328,76,8,126,50,18,70,10,50
4006,1260724224,M. Willadsen,Matt Willadsen,Willadsen,Matt,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,R,R,7,51,178,71,19,98,33,19,70,26,27
4006,1590164776,R. Spalliero,Ryan Spalliero,Spalliero,Ryan,P,University of California,CAL,730152448,California,BBC,R,R,7,43,172,57,15,91,21,21,70,16,34
4006,1745680764,N. Kolze,Nick Kolze,Kolze,Nick,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,9,50,174,68,11,98,36,21,70,13,30
4006,1113439716,I. White Jr.,Ian White Jr.,White Jr.,Ian,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,16,50,214,88,31,120,24,33,70,24,32
4006,1139716968,A. Eppley,Austin Eppley,Eppley,Austin,LF,Rice University,RICE,2352,Rice,BBC,L,R,9,38,159,67,11,90,21,35,70,17,23
4006,1211164500,T. Leiden,Thomas Leiden,Leiden,Thomas,P,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,12,57,217,53,14,84,24,15,70,9,31
4006,1039312035,K. Yovanovich,Kai Yovanovich,Yovanovich,Kai,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,8,50,203,62,11,95,27,24,70,18,33
4006,1176341047,P. Sweeney,Parker Sweeney,Sweeney,Parker,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,6,48,173,79,23,98,33,23,70,22,19
4006,1342167614,B. Parker,Brigden Parker,Parker,Brigden,P,University of Kansas,KU,730360064,Kansas,BBC,L,L,10,41,156,72,11,94,29,32,70,18,22
4006,1957982431,B. Koester,Brady Koester,Koester,Brady,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,L,13,44,197,66,22,101,18,26,70,33,35
4006,1534710108,M. Irvine,Matt Irvine,Irvine,Matt,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,16,85,342,138,42,203,48,48,70,25,65
4023,1097665536,C. Mitchelle,Christian Mitchelle,Mitchelle,Christian,TWP,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,10,42,163,72,15,96,33,24,69,21,24
4023,1330918144,C. Vota,Cade Vota,Vota,Cade,P,Butler University,BUT,730283520,Butler,BBC,L,R,8,51,170,55,7,86,30,18,69,15,31
4023,1128178944,C. Royle,Charlie Royle,Royle,Charlie,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,6,35,145,57,13,82,20,24,69,19,25
4023,1162012416,B. Morse,Brady Morse,Morse,Brady,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,8,71,214,96,11,123,54,31,69,9,27
4023,1310632704,J. Pletter,Jack Pletter,Pletter,Jack,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,8,40,168,68,16,101,25,27,69,27,33
4023,1233443328,A. McKay,Alex McKay,McKay,Alex,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,10,55,218,80,24,114,29,27,69,24,34
4023,1076089088,M. Benzor,Michael Benzor,Benzor,Michael,P,University of Houston,HOU,3030,Houston,BBC,L,L,10,46,177,63,26,94,20,17,69,24,31
4023,1273820416,N. Karls,Nick Karls,Karls,Nick,P,Towson University,TOWS,730318336,Towson,BBC,R,R,10,50,185,78,16,106,34,28,69,22,28
4023,1085235456,R. Bavon,Robert Bavon,Bavon,Robert,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,11,48,191,49,11,79,21,17,69,10,30
4023,1174876160,C. Bolton,Cale Bolton,Bolton,Cale,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,10,42,167,71,15,104,29,27,69,23,33
4023,1279119872,P. Schuring,Parker Schuring,Schuring,Parker,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,9,47,167,75,11,98,33,31,69,26,23
4023,1079429120,B. Schoetzow,Brayden Schoetzow,Schoetzow,Brayden,P,Wright State University,WRST,5390,Wright State,BBC,R,R,6,40,164,49,10,80,17,22,69,12,31
4023,1519287063,B. Sandberg,Baylor Sandberg,Sandberg,Baylor,P,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,10,42,141,66,12,83,30,24,69,17,17
4023,1143375914,D. Rerick,Drew Rerick,Rerick,Drew,P,University of Texas,TEX,245,Texas,BBC,R,R,7,39,158,57,18,82,19,20,69,15,25
4023,1875190729,M. Infranca,Michael Infranca,Infranca,Michael,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,8,39,136,57,7,83,31,19,69,11,26
4023,1690923712,W. Richards,William Richards,Richards,William,P,Georgia State University,GAST,730239744,Georgia State,BBC,L,L,8,49,186,71,17,102,29,25,69,17,31
4023,1949264967,T. Echols,Taylor Echols,Echols,Taylor,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,8,50,172,67,13,91,33,21,69,19,24
4023,1631359988,K. McCoy,Kaden McCoy,McCoy,Kaden,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,R,7,49,187,69,18,90,32,19,69,9,21
4023,1437703864,C. Cline,Caden Cline,Cline,Caden,P,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,10,47,165,73,14,103,32,27,69,20,30
4023,1573557048,C. Montsdeoca,Carson Montsdeoca,Montsdeoca,Carson,P,University of Florida,FLA,730168320,Florida,BBC,R,R,8,41,158,74,11,99,32,31,69,25,25
4043,1299304192,D. Rogers,Dylan Rogers,Rogers,Dylan,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,7,46,170,63,11,95,32,20,68,13,32
4043,1297338368,J. Still,Justin Still,Still,Justin,P,University of New Mexico,UNM,730153472,New Mexico,BBC,L,L,6,35,139,47,7,74,19,21,68,12,27
4043,1090444288,C. Hayden,Connor Hayden,Hayden,Connor,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,5,91,221,93,5,126,67,21,68,9,33
4043,1162561280,C. OBanan,Cameron O'Banan,OBanan,Cameron,P,Texas State University,TXST,5420,Texas State,BBC,R,R,10,44,175,61,13,94,22,26,68,19,33
4043,1302872832,M. Jones,Max Jones,Jones,Max,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,12,73,274,119,27,169,47,45,68,14,50
4043,1084425728,A. Shew,Adam Shew,Shew,Adam,P,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,7,56,169,78,10,106,43,25,68,21,28
4043,1178258176,D. King,Dylan King,King,Dylan,P,Troy University,TROY,730378496,Troy,BBC,R,R,8,41,156,51,16,95,18,17,68,15,44
4043,1143054336,C. Clatterbaugh,Clay Clatterbaugh,Clatterbaugh,Clay,P,Radford University,RAD,730267392,Radford,BBC,R,R,10,43,145,67,17,88,29,21,68,21,21
4043,1083748608,C. Mazza,Chris Mazza,Mazza,Chris,P,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,7,50,187,62,10,94,31,21,68,11,32
4043,1877328535,K. Mentzel,Kyler Mentzel,Mentzel,Kyler,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,12,67,252,73,14,109,35,24,68,18,36
4043,1342169425,J. Gomez,Joe Gomez,Gomez,Joe,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,7,46,194,37,9,87,17,11,68,15,50
4043,1277131454,M. Delvaux,Matthew Delvaux,Delvaux,Matthew,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,12,78,288,103,19,136,44,40,68,18,33
4043,1696441556,E. McNish-Heider,Ethan McNish-Heider,McNish-Heider,Ethan,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,8,47,204,50,11,99,19,20,68,7,49
4043,1201430518,C. Spoonhour,Charlie Spoonhour,Spoonhour,Charlie,P,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,9,57,193,83,18,110,33,32,68,11,27
4043,1342167727,R. Sell,Ryan Sell,Sell,Ryan,P,Lindenwood University,LU,730322176,Lindenwood,BBC,L,L,7,40,156,59,8,85,32,19,68,15,26
4043,1874245218,C. Giese,Charlie Giese,Giese,Charlie,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,10,49,196,90,19,114,34,37,68,41,24
4043,1342169481,W. Woodward,Will Woodward,Woodward,Will,P,University of Washington,WASH,3110,Washington,BBC,L,L,6,36,146,66,22,85,24,20,68,15,19
4043,1418959015,P. Jones,Parker Jones,Jones,Parker,P,Davidson College,DAV,730363136,Davidson,BBC,R,R,7,44,195,59,18,93,20,21,68,21,34
4043,1945860889,S. Wickstrom,Sawyer Wickstrom,Wickstrom,Sawyer,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,6,30,117,50,12,74,20,18,68,8,24
4043,1226661598,N. Girard,Nolan Girard,Girard,Nolan,P,University of Illinois,ILL,730163456,Illinois,BBC,R,L,8,44,171,68,10,96,34,24,68,24,28
