Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,HLeft%,HCtr%,HRight%,HPull%,HOppFld%,HFarLft%,HLftCtr%,HDeadCtr%,HRtCtr%,HFarRt%
1192,1859510038,A. Cisneros,Andrew Cisneros,Cisneros,Andrew,SS,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,53,215,35.5%,36.7%,27.8%,35.5%,27.8%,23.7%,18.3%,26.0%,17.8%,14.2%
1193,1075203328,M. Robertson,Michael Robertson,Robertson,Michael,CF,Liberty University,LIB,730156288,Liberty,BBC,L,R,56,178,31.5%,33.1%,35.5%,35.5%,31.5%,16.9%,21.8%,18.5%,26.6%,16.1%
1193,1207887104,G. Wright,Garrett Wright,Wright,Garrett,C,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,54,202,35.5%,46.2%,18.3%,35.5%,18.3%,18.3%,28.0%,28.0%,12.9%,12.9%
1193,1153713664,B. Vondohlen,Brett Vondohlen,Vondohlen,Brett,1B,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,55,220,35.5%,36.1%,28.4%,35.5%,28.4%,20.6%,23.9%,20.6%,21.9%,12.9%
1193,1093154816,A. Nessler,AJ Nessler,Nessler,AJ,LF,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,55,207,24.2%,40.3%,35.5%,35.5%,24.2%,13.4%,17.2%,24.7%,26.9%,17.7%
1193,1251440384,J. McAlister,Josh McAlister,McAlister,Josh,2B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,46,171,35.5%,41.9%,22.6%,35.5%,22.6%,21.0%,21.0%,27.4%,18.5%,12.1%
1193,1617354666,C. Thorndyke,Colby Thorndyke,Thorndyke,Colby,1B,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,L,R,64,211,24.5%,40.0%,35.5%,35.5%,24.5%,14.8%,14.8%,24.5%,29.0%,16.8%
1199,1311954432,W. Aloy,Wehiwa Aloy,Aloy,Wehiwa,SS,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,65,266,35.5%,37.4%,27.1%,35.5%,27.1%,18.7%,25.1%,21.7%,21.7%,12.8%
1200,1281951232,S. Dardar,Seth Dardar,Dardar,Seth,1B,Kansas State University,KSU,730270464,Kansas State,BBC,L,R,50,184,27.7%,36.9%,35.5%,35.5%,27.7%,14.9%,20.6%,23.4%,24.1%,17.0%
1201,1218587213,M. Stancliff,Matt Stancliff,Stancliff,Matt,2B,McNeese State University,MCNS,730285056,McNeese State,BBC,L,R,45,153,34.5%,30.0%,35.5%,35.5%,34.5%,19.1%,19.1%,21.8%,26.4%,13.6%
1202,1516420551,S. Solitaria,Sawyer Solitaria,Solitaria,Sawyer,1B,Kent State University,KENT,730315008,Kent State,BBC,R,R,54,201,35.4%,44.3%,20.3%,35.4%,20.3%,12.7%,35.4%,24.1%,15.2%,12.7%
1203,1111769088,S. Griffith,Sam Griffith,Griffith,Sam,2B,Oakland University,OAK,5386,Oakland,BBC,R,R,59,211,35.4%,39.6%,25.0%,35.4%,25.0%,20.8%,21.5%,23.6%,24.3%,9.7%
1203,1558675664,A. Rodriguez,Adrian Rodriguez,Rodriguez,Adrian,3B,University of Texas,TEX,245,Texas,BBC,S,B,49,182,26.4%,38.2%,35.4%,35.4%,26.4%,13.2%,18.8%,25.7%,22.9%,19.4%
1205,1196824064,C. Gallegos,Chase Gallegos,Gallegos,Chase,C,UNLV,UNLV,730161664,UNLV,BBC,R,R,48,139,35.4%,37.2%,27.4%,35.4%,27.4%,21.2%,24.8%,21.2%,17.7%,15.0%
1206,1124743680,T. McGuire,Tim McGuire,McGuire,Tim,3B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,49,164,27.7%,36.9%,35.4%,35.4%,27.7%,12.3%,20.0%,27.7%,18.5%,21.5%
1206,1230312950,B. Loyd,Ben Loyd,Loyd,Ben,SS,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,50,185,26.2%,38.5%,35.4%,35.4%,26.2%,13.1%,22.3%,20.0%,27.7%,16.9%
1208,1576437199,W. Maginnis,William Maginnis,Maginnis,William,1B,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,56,206,35.4%,46.3%,18.3%,35.4%,18.3%,20.1%,26.2%,30.5%,12.2%,11.0%
1209,1263483648,B. Ahalt,Brett Ahalt,Ahalt,Brett,CF,Towson University,TOWS,730318336,Towson,BBC,L,R,53,186,23.2%,41.4%,35.4%,35.4%,23.2%,12.1%,22.2%,22.2%,26.3%,17.2%
1210,1481789585,J. Dutton,JJ Dutton,Dutton,JJ,RF,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,52,206,35.3%,39.7%,25.0%,35.3%,25.0%,19.8%,25.0%,22.4%,17.2%,15.5%
1211,1275426560,J. Waldon,JT Waldon,Waldon,JT,1B,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,52,181,24.8%,39.8%,35.3%,35.3%,24.8%,15.8%,16.5%,27.8%,23.3%,16.5%
1212,1162433792,O. McElfatrick,Owen McElfatrick,McElfatrick,Owen,3B,Northwestern University,NW,730247680,Northwestern,BBC,R,R,51,195,35.3%,38.7%,26.0%,35.3%,26.0%,20.0%,24.7%,20.0%,19.3%,16.0%
1213,1262020096,M. Namie,Mitch Namie,Namie,Mitch,LF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,L,R,55,215,26.3%,38.3%,35.3%,35.3%,26.3%,15.0%,19.8%,23.4%,24.0%,18.0%
1214,1152891904,M. Ilgenfritz,Matt Ilgenfritz,Ilgenfritz,Matt,3B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,46,153,35.3%,45.1%,19.6%,35.3%,19.6%,18.6%,28.4%,25.5%,16.7%,10.8%
1214,1083614720,C. Jans,Chase Jans,Jans,Chase,LF,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,39,152,35.3%,45.1%,19.6%,35.3%,19.6%,18.6%,25.5%,27.5%,23.5%,4.9%
1214,1310330880,E. Snow,Eric Snow,Snow,Eric,3B,Auburn University,AUB,5466,Auburn,BBC,R,R,57,215,35.3%,39.0%,25.7%,35.3%,25.7%,21.4%,21.4%,25.1%,23.0%,9.1%
1217,1085384960,J. Pokrovsky,Jarrett Pokrovsky,Pokrovsky,Jarrett,RF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,41,167,35.3%,38.1%,26.6%,35.3%,26.6%,17.3%,34.5%,16.5%,21.6%,10.1%
1218,1184595712,J. Tharnish,Jayce Tharnish,Tharnish,Jayce,CF,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,46,196,35.2%,41.0%,23.8%,35.2%,23.8%,21.0%,29.5%,18.1%,19.0%,12.4%
1219,1084019968,D. Gonzalez Jr.,Dorian Gonzalez Jr.,Gonzalez Jr.,Dorian,2B,University of Miami,MIA,236,Miami,BBC,L,R,62,230,22.3%,42.5%,35.2%,35.2%,22.3%,10.9%,22.3%,25.9%,21.2%,19.7%
1220,1300201985,M. Holton,Mason Holton,Holton,Mason,TWP,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,56,229,35.2%,43.2%,21.6%,35.2%,21.6%,18.8%,31.3%,23.3%,11.4%,15.3%
1220,1656989942,R. Lujo,Rylan Lujo,Lujo,Rylan,3B,University of Dayton,DAY,730194688,Dayton,BBC,R,R,58,243,35.2%,38.6%,26.1%,35.2%,26.1%,21.0%,23.3%,23.3%,20.5%,11.9%
1222,1310459904,J. Williams,Jae Williams,Williams,Jae,CF,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,55,159,27.2%,37.6%,35.2%,35.2%,27.2%,12.8%,17.6%,21.6%,32.0%,16.0%
1222,1206710272,C. Headlee,Caden Headlee,Headlee,Caden,CF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,L,58,205,35.2%,39.2%,25.6%,35.2%,25.6%,16.8%,28.8%,21.6%,19.2%,13.6%
1224,1093146112,C. Mizell,Coleman Mizell,Mizell,Coleman,LF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,48,157,23.1%,41.7%,35.2%,35.2%,23.1%,12.0%,21.3%,20.4%,32.4%,13.9%
1225,1194036224,H. Simmons,Hunter Simmons,Simmons,Hunter,P,Baylor University,BAY,3033,Baylor,BBC,R,R,54,205,35.1%,40.5%,24.3%,35.1%,24.3%,18.9%,23.6%,26.4%,17.6%,13.5%
1225,1266858240,K. Musser,Kyle Musser,Musser,Kyle,1B,Cornell University,COR,730298624,Cornell,BBC,R,R,25,103,35.1%,36.5%,28.4%,35.1%,28.4%,20.3%,24.3%,23.0%,16.2%,16.2%
1225,1310415616,A. Bouche,Alex Bouche,Bouche,Alex,SS,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,57,175,35.1%,44.1%,20.7%,35.1%,20.7%,19.8%,24.3%,24.3%,21.6%,9.9%
1225,1202679552,E. Funkhouser,Evan Funkhouser,Funkhouser,Evan,SS,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,59,190,35.1%,37.8%,27.0%,35.1%,27.0%,18.9%,18.9%,27.0%,24.3%,10.8%
1225,1885561482,S. Yamaguchi,Sean Yamaguchi,Yamaguchi,Sean,3B,University of Nevada,NEV,4784,Nevada,BBC,R,R,51,222,35.1%,37.3%,27.6%,35.1%,27.6%,20.0%,26.5%,21.1%,16.8%,15.7%
1225,1123959166,D. Garcia,Damien Garcia,Garcia,Damien,1B,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,47,155,35.1%,48.6%,16.2%,35.1%,16.2%,18.9%,29.7%,29.7%,10.8%,10.8%
1225,1436319825,L. Nunes,Landon Nunes,Nunes,Landon,RF,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,R,48,150,37.8%,27.0%,35.1%,35.1%,37.8%,17.6%,25.7%,17.6%,16.2%,23.0%
1232,1119106753,D. Curiel,Derek Curiel,Curiel,Derek,LF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,68,258,27.8%,37.1%,35.1%,35.1%,27.8%,17.6%,16.6%,18.0%,33.2%,14.6%
1233,1310330368,C. Kerce,Carson Kerce,Kerce,Carson,3B,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,60,198,35.1%,37.5%,27.4%,35.1%,27.4%,14.9%,28.0%,20.8%,22.0%,14.3%
1234,1268368896,R. Pierce,Ryan Pierce,Pierce,Ryan,3B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,61,244,35.1%,44.7%,20.2%,35.1%,20.2%,22.9%,20.7%,29.8%,14.9%,11.7%
1235,1066243898,M. Perez,Matthew Perez,Perez,Matthew,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,53,179,35.1%,28.1%,36.8%,35.1%,36.8%,22.8%,15.8%,19.3%,19.3%,22.8%
1236,1233812992,D. Kordic,Dylan Kordic,Kordic,Dylan,RF,Cal Poly,CP,5487,Cal Poly,BBC,L,R,58,202,21.0%,43.9%,35.0%,35.0%,21.0%,8.9%,18.5%,29.9%,26.1%,16.6%
1237,1193756928,C. Murray Jr.,Casey Murray Jr.,Murray Jr.,Casey,CF,Cal Poly,CP,5487,Cal Poly,BBC,R,R,62,248,35.0%,37.1%,27.9%,35.0%,27.9%,16.2%,24.9%,23.4%,23.4%,12.2%
1238,1336206080,B. Szako,Brody Szako,Szako,Brody,RF,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,42,153,25.0%,40.0%,35.0%,35.0%,25.0%,13.0%,20.0%,23.0%,22.0%,22.0%
1238,1142659072,J. Harris,James Harris,Harris,James,1B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,47,162,35.0%,45.0%,20.0%,35.0%,20.0%,17.0%,25.0%,27.0%,20.0%,11.0%
1238,1285054209,S. Swenson,Sean Swenson,Swenson,Sean,1B,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,54,199,35.0%,40.0%,25.0%,35.0%,25.0%,17.1%,28.6%,25.0%,16.4%,12.9%
1238,1233722368,D. Contreras,Daniel Contreras,Contreras,Daniel,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,53,193,35.0%,34.3%,30.7%,35.0%,30.7%,18.6%,20.0%,23.6%,18.6%,19.3%
1238,1304736512,T. Cassidy,Trae Cassidy,Cassidy,Trae,1B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,48,194,26.4%,38.6%,35.0%,35.0%,26.4%,15.0%,20.0%,21.4%,30.7%,12.9%
1238,1139726848,J. Humphrey,Jacob Humphrey,Humphrey,Jacob,RF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,50,154,35.0%,42.5%,22.5%,35.0%,22.5%,11.7%,31.7%,27.5%,16.7%,12.5%
1238,1235332096,T. Adelman,Trent Adelman,Adelman,Trent,RF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,49,163,35.0%,42.5%,22.5%,35.0%,22.5%,22.5%,18.3%,24.2%,25.8%,9.2%
1238,1004169216,N. Vargas,Nate Vargas,Vargas,Nate,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,R,54,209,24.4%,40.6%,35.0%,35.0%,24.4%,12.5%,18.1%,26.9%,27.5%,15.0%
1246,1081479936,N. Dumesnil,Nicholas Dumesnil,Dumesnil,Nicholas,CF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,57,239,35.0%,31.1%,33.9%,35.0%,33.9%,19.7%,20.2%,20.2%,20.2%,19.7%
1247,1195522560,H. Warren,Hank Warren,Warren,Hank,RF,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,54,194,35.0%,43.6%,21.5%,35.0%,21.5%,17.2%,26.4%,27.6%,16.6%,12.3%
1248,1552347049,C. Prince,Cooper Prince,Prince,Cooper,CF,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,R,50,191,21.0%,44.1%,35.0%,35.0%,21.0%,11.9%,16.8%,22.4%,33.6%,15.4%
1249,1085408256,A. Manning,Andrew Manning,Manning,Andrew,RF,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,50,177,21.1%,43.9%,35.0%,35.0%,21.1%,14.6%,17.1%,24.4%,30.1%,13.8%
1250,1341347072,P. Knott,Preston Knott,Knott,Preston,LF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,52,192,24.1%,41.0%,34.9%,34.9%,24.1%,12.7%,20.5%,18.1%,33.1%,15.7%
1251,1150231808,B. Casillas,Benny Casillas,Casillas,Benny,SS,University of Michigan,MICH,2290,Michigan,BBC,R,R,55,208,34.9%,38.1%,27.0%,34.9%,27.0%,19.6%,19.6%,26.5%,21.2%,13.2%
1252,1645639936,W. Helms,Wesley Helms,Helms,Wesley,1B,UAB,UAB,730345984,UAB,BBC,R,R,46,169,34.9%,38.3%,26.8%,34.9%,26.8%,18.8%,24.2%,24.2%,22.8%,10.1%
1253,1142558720,I. Jackson,Isaiah Jackson,Jackson,Isaiah,CF,Arizona State University,ASU,5035,Arizona State,BBC,L,R,60,216,25.0%,40.1%,34.9%,34.9%,25.0%,11.0%,19.8%,19.2%,34.3%,15.7%
1253,1336580864,C. Cohn,Cooper Cohn,Cohn,Cooper,3B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,49,150,34.9%,39.5%,25.6%,34.9%,25.6%,17.4%,23.3%,31.4%,15.1%,12.8%
1253,1087793920,B. Short,Brady Short,Short,Brady,SS,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,L,R,48,182,27.9%,37.2%,34.9%,34.9%,27.9%,15.1%,24.4%,18.6%,23.3%,18.6%
1256,1210991872,M. Bardowell,Matthew Bardowell,Bardowell,Matthew,LF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,52,206,34.9%,38.2%,27.0%,34.9%,27.0%,16.4%,27.6%,21.7%,20.4%,13.8%
1257,1806614443,K. Morrison,Kyle Morrison,Morrison,Kyle,3B,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,51,194,25.8%,39.4%,34.8%,34.8%,25.8%,13.5%,17.4%,23.2%,24.5%,21.3%
1258,1166939904,M. Imhoff,Max Imhoff,Imhoff,Max,C,Yale University,YALE,730334464,Yale,BBC,R,R,40,125,34.8%,40.4%,24.7%,34.8%,24.7%,21.3%,22.5%,22.5%,23.6%,10.1%
1258,1309472512,T. Sallie,Ty Sallie,Sallie,Ty,CF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,197,34.8%,41.6%,23.6%,34.8%,23.6%,20.2%,33.7%,16.9%,19.1%,10.1%
1258,1866053969,H. Jatczak,Hayden Jatczak,Jatczak,Hayden,3B,Kent State University,KENT,730315008,Kent State,BBC,R,R,56,213,34.8%,32.6%,32.6%,34.8%,32.6%,12.4%,29.2%,22.5%,16.9%,19.1%
1258,1626227274,B. Bradford,Blake Bradford,Bradford,Blake,3B,University of West Georgia,UOWG,730308864,West Georgia,BBC,S,L,45,142,31.5%,33.7%,34.8%,34.8%,31.5%,19.1%,21.3%,20.2%,18.0%,21.3%
1262,1162540800,T. Turner,Trent Turner,Turner,Trent,SS,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,58,235,34.8%,37.3%,27.9%,34.8%,27.9%,20.4%,22.4%,21.4%,20.9%,14.9%
1263,1220509440,A. Saunier,Alexander Saunier,Saunier,Alexander,CF,University of New Orleans,UNO,5380,New Orleans,BBC,L,L,46,159,30.4%,34.8%,34.8%,34.8%,30.4%,14.8%,20.7%,24.4%,18.5%,21.5%
1263,1337960917,G. Licciardi,Giovanni Licciardi,Licciardi,Giovanni,2B,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,46,167,33.3%,36.3%,30.4%,34.8%,28.9%,17.0%,25.2%,18.5%,23.7%,15.6%
1265,1336099584,J. Herrholz,JP Herrholz,Herrholz,JP,1B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,R,55,171,26.8%,38.4%,34.8%,34.8%,26.8%,15.2%,19.6%,22.5%,23.2%,19.6%
1265,1213318400,T. Campbell,Tyler Campbell,Campbell,Tyler,LF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,36,127,34.8%,47.8%,17.4%,34.8%,17.4%,13.0%,34.8%,26.1%,13.0%,13.0%
1265,1336576512,T. Patty,Tyshon Patty,Patty,Tyshon,3B,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,43,123,34.8%,34.8%,30.4%,34.8%,30.4%,13.0%,34.8%,13.0%,23.9%,15.2%
1265,1162558208,N. Chronis,Nate Chronis,Chronis,Nate,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,57,185,34.8%,36.6%,28.6%,34.8%,28.6%,18.0%,24.2%,22.4%,21.1%,14.3%
1265,1303156481,B. Burress,Braden Burress,Burress,Braden,LF,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,61,211,34.8%,37.5%,27.7%,34.8%,27.7%,18.5%,23.4%,25.5%,23.9%,8.7%
1265,1402749004,R. Pruitt,Ryan Pruitt,Pruitt,Ryan,CF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,217,22.3%,42.9%,34.8%,34.8%,22.3%,12.5%,16.3%,26.1%,29.9%,15.2%
1271,1204948480,J. Van De Brake,Jackson Van De Brake,Van De Brake,Jackson,2B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,61,232,34.8%,37.4%,27.8%,34.8%,27.8%,20.9%,24.1%,20.3%,17.1%,17.6%
1272,1248737024,I. Webb,Isaac Webb,Webb,Isaac,CF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,51,200,34.8%,47.5%,17.7%,34.8%,17.7%,18.4%,30.5%,25.5%,17.0%,8.5%
1273,1205967539,M. Tufts,Mac Tufts,Tufts,Mac,SS,Longwood University,LONG,730219264,Longwood,BBC,R,R,48,147,34.7%,46.3%,18.9%,34.7%,18.9%,17.9%,23.2%,31.6%,18.9%,8.4%
1274,1279285504,L. Walton,Luke Walton,Walton,Luke,LF,University of Toledo,TOL,5388,Toledo,BBC,L,L,61,216,29.9%,35.3%,34.7%,34.7%,29.9%,16.8%,19.8%,22.2%,22.8%,18.6%
1274,1802425630,J. Taylor,Jordan Taylor,Taylor,Jordan,LF,Stetson University,STET,730261504,Stetson,BBC,R,R,63,241,34.7%,46.1%,19.2%,34.7%,19.2%,14.4%,31.1%,24.0%,19.8%,10.8%
1276,1092992512,R. Kucherak,Ryan Kucherak,Kucherak,Ryan,SS,Northwestern University,NW,730247680,Northwestern,BBC,R,R,52,194,34.7%,47.6%,17.7%,34.7%,17.7%,18.4%,33.3%,23.8%,15.0%,9.5%
1276,1342169301,C. Sheff,Cooper Sheff,Sheff,Cooper,3B,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,192,34.7%,41.5%,23.8%,34.7%,23.8%,17.0%,29.3%,26.5%,15.0%,12.2%
1278,1207744768,B. Holt,Brennan Holt,Holt,Brennan,CF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,45,165,29.0%,36.3%,34.7%,34.7%,29.0%,15.3%,17.7%,22.6%,28.2%,16.1%
1279,1073827840,T. Morrison,Trace Morrison,Morrison,Trace,1B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,212,25.3%,40.0%,34.7%,34.7%,25.3%,8.7%,21.3%,27.3%,20.7%,22.0%
1280,1279326208,T. Doucette,Ty Doucette,Doucette,Ty,1B,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,57,237,28.7%,36.6%,34.7%,34.7%,28.7%,13.4%,19.8%,22.3%,25.7%,18.8%
1281,1029547586,H. Federico,Hayden Federico,Federico,Hayden,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,S,R,55,181,33.3%,39.2%,27.5%,34.6%,26.1%,19.6%,20.3%,22.2%,24.2%,13.7%
1282,1130203648,J. Zamora,Joseph Zamora,Zamora,Joseph,2B,Appalachian State University,APP,730240256,Appalachian State,BBC,S,R,52,205,29.1%,37.4%,33.5%,34.6%,28.0%,17.0%,19.8%,22.5%,23.6%,17.0%
1282,1141524480,T. Schreck,Thomas Schreck,Schreck,Thomas,SS,Army West Point,ARMY,4744,Army,BBC,R,R,50,158,34.6%,39.2%,26.2%,34.6%,26.2%,16.9%,26.2%,24.6%,17.7%,14.6%
1282,1264275200,L. Pringle,Lucas Pringle,Pringle,Lucas,C,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,49,149,26.9%,38.5%,34.6%,34.6%,26.9%,15.4%,21.2%,14.4%,30.8%,18.3%
1282,1243572201,J. Batts,Justin Batts,Batts,Justin,1B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,38,130,34.6%,46.2%,19.2%,34.6%,19.2%,11.5%,26.9%,38.5%,7.7%,15.4%
1286,1342169316,H. Zenor,Henry Zenor,Zenor,Henry,LF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,58,229,26.5%,38.9%,34.6%,34.6%,26.5%,17.1%,15.2%,22.3%,28.4%,17.1%
1287,1323961088,A. Soldra,AJ Soldra,Soldra,AJ,CF,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,54,218,30.1%,35.3%,34.6%,34.6%,30.1%,15.8%,23.3%,19.5%,22.6%,18.8%
1287,1400143090,J. Morton,Joey Morton,Morton,Joey,1B,Campbell University,CAMP,730187776,Campbell,BBC,L,L,53,190,24.1%,41.4%,34.6%,34.6%,24.1%,14.3%,16.5%,27.1%,28.6%,13.5%
1289,1038434680,X. McAfee,Xander McAfee,McAfee,Xander,RF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,48,180,34.6%,44.1%,21.3%,34.6%,21.3%,18.4%,28.7%,23.5%,21.3%,8.1%
1290,1279296512,C. Maldonado,Cam Maldonado,Maldonado,Cam,CF,Northeastern University,NE,343,Northeastern,BBC,R,R,60,223,34.5%,40.0%,25.5%,34.5%,25.5%,15.5%,24.5%,22.7%,22.7%,14.5%
1291,1233948160,N. Alvarez,Noah Alvarez,Alvarez,Noah,3B,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,53,190,33.1%,32.4%,34.5%,34.5%,33.1%,18.0%,19.4%,20.1%,23.0%,19.4%
1291,1713280773,X. Perez,Xavier Perez,Perez,Xavier,RF,University of Houston,HOU,3030,Houston,BBC,R,R,52,197,34.5%,38.8%,26.6%,34.5%,26.6%,17.3%,27.3%,19.4%,22.3%,13.7%
1291,1030273503,G. MacArthur,Grant MacArthur,MacArthur,Grant,1B,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,54,179,34.5%,38.1%,27.3%,34.5%,27.3%,15.1%,27.3%,23.0%,16.5%,18.0%
1294,1186793728,A. Perez,Aaron Perez,Perez,Aaron,1B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,L,53,191,26.1%,39.4%,34.5%,34.5%,26.1%,15.5%,19.0%,23.9%,26.8%,14.8%
1295,1224787200,L. Patton,Liam Patton,Patton,Liam,C,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,50,176,34.5%,52.4%,13.1%,34.5%,13.1%,15.2%,29.7%,29.0%,21.4%,4.8%
1295,1416286793,N. McClure,Norris McClure,McClure,Norris,3B,UTSA,UTSA,730373120,UTSA,BBC,L,R,57,214,25.9%,39.7%,34.5%,34.5%,25.9%,12.6%,19.0%,26.4%,24.7%,17.2%
1295,1628027889,S. McMillan,Shaun McMillan,McMillan,Shaun,P,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,49,186,34.5%,37.9%,27.6%,34.5%,27.6%,20.7%,20.7%,25.0%,18.1%,15.5%
1295,1387425416,S. Grunberg,Sam Grunberg,Grunberg,Sam,1B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,58,219,34.5%,44.8%,20.7%,34.5%,20.7%,24.1%,19.0%,28.4%,14.7%,13.8%
1299,1162511360,C. Krauss,Chayton Krauss,Krauss,Chayton,1B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,58,226,34.5%,39.0%,26.6%,34.5%,26.6%,16.9%,27.7%,23.2%,13.6%,18.6%
1300,1758840332,J. Natili,Jack Natili,Natili,Jack,C,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,54,198,34.5%,39.2%,26.4%,34.5%,26.4%,14.2%,30.4%,22.3%,20.9%,12.2%
1301,1072068937,C. Nicoletto,Cayden Nicoletto,Nicoletto,Cayden,1B,University of Missouri,MIZZ,4806,Missouri,BBC,L,L,47,150,26.9%,38.7%,34.5%,34.5%,26.9%,16.8%,19.3%,24.4%,21.8%,17.6%
1302,1140709632,H. Stokely,Hunter Stokely,Stokely,Hunter,1B,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,238,28.9%,36.7%,34.4%,34.4%,28.9%,17.2%,18.9%,24.4%,23.3%,16.1%
1303,1223994880,C. Brumbaugh,Cayden Brumbaugh,Brumbaugh,Cayden,2B,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,61,246,34.4%,34.9%,30.7%,34.4%,30.7%,15.1%,24.5%,21.7%,24.5%,14.2%
1304,1314878208,M. Maginnis,Michael Maginnis,Maginnis,Michael,LF,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,54,225,34.4%,47.0%,18.6%,34.4%,18.6%,17.5%,29.5%,24.6%,18.6%,9.8%
1304,1100719360,M. Bucciero,Matt Bucciero,Bucciero,Matt,RF,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,229,34.4%,32.8%,32.8%,34.4%,32.8%,14.8%,24.6%,23.0%,21.3%,16.4%
