Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,SLAA,SL+,FrmRAA,FrmCntRAA,StrkFrmd,BallFrmd
1277,1245081088,J. Trout,Jackson Trout,Trout,Jackson,RF,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,50,235,916,3.23,101.9%,-0.37,-0.95,5,8
1278,1202710784,G. Boree,Gunner Boree,Boree,Gunner,2B,Brown University,BRWN,730236160,Brown,BBC,R,R,33,155,631,3.23,103.1%,-0.40,-0.93,6,6
1279,1243322112,B. Madliak,Bear Madliak,Madliak,Bear,C,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,54,208,878,3.23,102.2%,-0.38,0.44,8,9
1280,1965008067,A. Mascuilli,Anthony Mascuilli,Mascuilli,Anthony,3B,UMBC,UMBC,730210304,UMBC,BBC,R,R,39,176,677,3.24,103.5%,-0.37,0.17,7,4
1281,1341291776,Z. Chamizo,Zach Chamizo,Chamizo,Zach,3B,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,55,239,796,3.24,110.5%,-0.42,-0.16,5,3
1282,1221857536,K. Hess,Kyle Hess,Hess,Kyle,2B,Creighton University,CREI,730243840,Creighton,BBC,L,R,52,215,883,3.25,101.9%,-0.42,-0.63,12,8
1283,1075203328,M. Robertson,Michael Robertson,Robertson,Michael,CF,Liberty University,LIB,730156288,Liberty,BBC,L,R,56,217,879,3.26,101.7%,-0.42,-1.16,12,9
1284,1239328256,O. Carlson,Owen Carlson,Carlson,Owen,2B,Cornell University,COR,730298624,Cornell,BBC,L,R,32,141,529,3.27,104.3%,-0.42,-0.29,4,5
1285,1710518612,P. Craska,Petey Craska,Craska,Petey,1B,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,55,250,983,3.27,108.2%,-0.42,-0.12,4,3
1286,1093805824,W. Patchett,Wyatt Patchett,Patchett,Wyatt,RF,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,45,183,598,3.27,122.2%,-0.40,-0.37,4,1
1287,1230255706,H. Carr,Harry Carr,Carr,Harry,SS,Butler University,BUT,730283520,Butler,BBC,L,R,48,178,699,3.28,106.6%,-0.42,-0.42,5,1
1288,1275097856,T. Sanders,Troy Sanders,Sanders,Troy,SS,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,50,197,685,3.28,105.1%,-0.41,-0.30,5,3
1289,1212036192,D. Johnson,Drew Johnson,Johnson,Drew,LF,Mercer University,MER,730240512,Mercer,BBC,L,R,59,237,914,3.29,101.9%,-0.42,-1.51,7,5
1290,1350630265,D. McConnell,Drew McConnell,McConnell,Drew,SS,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,49,205,846,3.30,102.8%,-0.43,0.19,10,5
1291,1263905792,R. Moya,Robert Moya,Moya,Robert,1B,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,45,199,745,3.31,104.8%,-0.39,-0.80,6,4
1292,1296199682,R. Adams III,Reyfield Adams III,Adams III,Reyfield,CF,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,41,176,426,3.31,143.1%,-0.43,-0.57,2,0
1293,1143053312,B. Phelps,Bryce Phelps,Phelps,Bryce,RF,Wagner College,WAG,730192640,Wagner,BBC,R,R,51,222,599,3.32,119.9%,-0.40,-0.37,3,0
1294,1645639936,W. Helms,Wesley Helms,Helms,Wesley,1B,UAB,UAB,730345984,UAB,BBC,R,R,46,192,742,3.32,101.9%,-0.40,0.11,13,9
1295,1638122960,D. Rodriguez,Damian Rodriguez,Rodriguez,Damian,CF,Iona College,IONA,730242048,Iona,BBC,R,R,51,262,942,3.32,131.1%,-0.39,-0.22,2,0
1296,1238200064,J. Cruz,Juan Cruz,Cruz,Juan,1B,Alabama State University,ALST,4765,Alabama State,BBC,R,R,60,297,883,3.33,107.0%,-0.38,-0.56,8,4
1297,1960026247,J. French,Jacob French,French,Jacob,RF,University of California,CAL,730152448,California,BBC,L,R,53,218,651,3.33,106.1%,-0.43,-0.29,5,1
1298,1306772224,E. Hartmann,Erich Hartmann,Hartmann,Erich,RF,Rider University,RID,730174976,Rider,BBC,L,L,49,222,705,3.34,111.3%,-0.43,-0.26,3,1
1299,1168911894,B. Hollins,Beau Hollins,Hollins,Beau,1B,University of South Carolina,SCAR,730348544,South Carolina,BBC,S,L,45,178,675,3.35,104.4%,-0.44,-0.61,5,4
1300,1342167366,J. Sheffield,Jeremy Sheffield,Sheffield,Jeremy,3B,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,54,225,851,3.35,104.4%,-0.37,0.02,6,4
1301,1139921664,J. Sparks,Jake Sparks,Sparks,Jake,3B,Siena College,SIE,730382592,Siena,BBC,L,R,54,246,826,3.37,121.5%,-0.43,-1.02,4,1
1302,1212104449,C. Barczi,Colin Barczi,Barczi,Colin,C,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,55,215,789,3.37,102.8%,-0.41,-0.43,5,5
1303,1263420928,L. Brewster,Lane Brewster,Brewster,Lane,CF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,53,202,781,3.38,110.1%,-0.44,-0.89,6,4
1304,1325732096,M. Wolf,Mason Wolf,Wolf,Mason,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,44,183,686,3.39,107.6%,-0.39,-0.23,4,2
1305,1124743168,D. Damore,Dante Damore,Damore,Dante,1B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,52,248,925,3.39,112.8%,-0.39,-0.79,3,1
1306,1296546816,C. Roche,Connor Roche,Roche,Connor,3B,Wagner College,WAG,730192640,Wagner,BBC,R,R,53,228,611,3.40,121.8%,-0.42,-0.28,2,1
1307,1099315968,X. Ulrich,Xavier Ulrich,Ulrich,Xavier,C,Wagner College,WAG,730192640,Wagner,BBC,R,R,49,197,569,3.44,118.5%,-0.41,-0.38,1,0
1308,1654773551,Z. Donahue,Zach Donahue,Donahue,Zach,SS,Marist College,MRST,730374656,Marist,BBC,S,R,53,240,788,3.44,112.1%,-0.44,-0.59,4,1
1309,1099208448,L. McAllister,Levi McAllister,McAllister,Levi,C,University at Albany,ALBY,730280448,Albany,BBC,R,R,49,199,752,3.45,106.7%,-0.41,-0.54,4,3
1310,1310867457,W. Jordan,Wesley Jordan,Jordan,Wesley,LF,Baylor University,BAY,3033,Baylor,BBC,R,R,50,225,854,3.45,103.3%,-0.38,0.18,13,4
1311,1207881216,B. Zeigler-Namoa,Ben Zeigler-Namoa,Zeigler-Namoa,Ben,1B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,L,56,259,948,3.45,109.4%,-0.45,-0.22,5,2
1312,1253789440,M. Olive,Matt Olive,Olive,Matt,RF,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,48,212,730,3.45,110.3%,-0.42,-0.75,5,1
1313,1240386048,R. Porter,Ryan Porter,Porter,Ryan,P,Cornell University,COR,730298624,Cornell,BBC,R,R,31,110,376,3.46,107.3%,-0.40,-0.34,5,0
1314,1982748681,H. Travis,Harrison Travis,Travis,Harrison,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,44,185,755,3.46,104.6%,-0.38,-0.77,4,1
1315,1127172864,S. Alexander,Sebastian Alexander,Alexander,Sebastian,LF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,60,271,1021,3.46,101.7%,-0.42,-1.53,19,11
1316,1306865920,M. Thomas,Martavius Thomas,Thomas,Martavius,CF,Grambling State University,GRAM,5378,Grambling State,BBC,S,R,49,222,639,3.47,127.7%,-0.44,-0.49,0,0
1317,1093153024,J. Bello,Jack Bello,Bello,Jack,TWP,Butler University,BUT,730283520,Butler,BBC,R,L,50,213,713,3.47,111.7%,-0.42,-0.68,5,2
1318,1029265660,E. Farina,Ethan Farina,Farina,Ethan,2B,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,41,173,540,3.47,133.0%,-0.43,-0.35,3,1
1319,1184450048,K. Mallory Jr.,Kenny Mallory Jr.,Mallory Jr.,Kenny,1B,Elon University,ELON,730252544,Elon,BBC,L,L,56,235,949,3.47,101.9%,-0.45,-1.21,11,8
1320,1161344768,R. Kim,Ryan Kim,Kim,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,56,243,907,3.49,102.6%,-0.39,-1.58,19,9
1321,1297547264,T. Kamaka,Titan Kamaka,Kamaka,Titan,2B,Mercer University,MER,730240512,Mercer,BBC,R,R,52,234,884,3.50,102.7%,-0.39,-0.41,8,4
1322,1939568033,C. Lorch,Carson Lorch,Lorch,Carson,3B,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,42,179,637,3.50,106.5%,-0.42,-0.58,3,2
1323,1166939136,A. Atkinson,Alec Atkinson,Atkinson,Alec,1B,Yale University,YALE,730334464,Yale,BBC,R,R,39,174,565,3.51,106.1%,-0.40,-0.09,5,1
1324,1274260224,C. Jung,Clay Jung,Jung,Clay,RF,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,R,51,188,724,3.51,109.1%,-0.45,-0.54,1,3
1325,1992035244,L. Pimentel-Guerrero,Luis Pimentel-Guerrero,Pimentel-Guerrero,Luis,LF,Sacramento State University,SAC,730293760,Sacramento State,BBC,S,R,57,243,917,3.52,102.6%,-0.45,-0.30,11,10
1326,1141456896,B. Hernandez,Benny Hernandez,Hernandez,Benny,1B,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,38,146,357,3.55,344.1%,-0.42,-0.37,3,0
1327,1876553123,K. Holiday,Khi Holiday,Holiday,Khi,CF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,272,1040,3.55,103.1%,-0.43,0.28,13,5
1328,1309405440,J. Bastian,Jaden Bastian,Bastian,Jaden,CF,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,55,261,1036,3.56,106.2%,-0.42,-0.31,2,3
1329,1191720192,L. Bushey,Liam Bushey,Bushey,Liam,1B,Western Illinois University,WIU,730370560,Western Illinois,BBC,L,R,48,227,848,3.56,109.3%,-0.46,-0.18,6,2
1330,1876394548,N. Werk,Nicholas Werk,Werk,Nicholas,LF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,47,167,636,3.57,108.0%,-0.43,-0.72,4,2
1331,1890491822,J. Campbell,Jay Campbell,Campbell,Jay,3B,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,55,232,630,3.57,117.5%,-0.43,-0.89,4,0
1332,1325212928,B. Thompson,Bryce Thompson,Thompson,Bryce,RF,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,46,166,548,3.58,118.4%,-0.42,-0.49,1,0
1333,1734858759,B. French,Blaine French,French,Blaine,RF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,L,L,42,180,708,3.60,129.0%,-0.46,-0.43,4,0
1334,1417310238,G. Balius,Gavin Balius,Balius,Gavin,CF,Ball State University,BALL,730195456,Ball State,BBC,R,R,56,215,806,3.64,105.8%,-0.43,-1.31,4,4
1335,1304358144,K. Wolff,Kyle Wolff,Wolff,Kyle,1B,Boston College,BC,227,Boston College,BBC,R,L,56,248,892,3.66,103.6%,-0.43,0.29,9,3
1336,1298788096,J. Cauthron,Jackson Cauthron,Cauthron,Jackson,C,Ohio University,OHIO,730298368,Ohio,BBC,L,R,49,214,771,3.66,109.3%,-0.47,-0.31,4,0
1337,1213076480,M. Murphy,Mikey Murphy,Murphy,Mikey,LF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,47,197,749,3.66,104.3%,-0.44,-0.46,10,7
1338,1820738066,M. Sutera,Matthew Sutera,Sutera,Matthew,2B,Wagner College,WAG,730192640,Wagner,BBC,R,R,48,180,580,3.67,129.8%,-0.44,-0.79,3,1
1339,1590045009,Z. Goodwin,Zak Goodwin,Goodwin,Zak,C,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,39,177,707,3.67,104.9%,-0.47,-0.30,9,7
1340,1263412992,J. Hankins,Josh Hankins,Hankins,Josh,3B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,R,R,52,239,891,3.69,102.6%,-0.41,-0.76,16,12
1341,1001010929,T. Schmidt,Tate Schmidt,Schmidt,Tate,2B,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,50,207,711,3.72,108.6%,-0.48,-0.50,4,2
1342,1233390336,A. Lane,Alex Lane,Lane,Alex,1B,Northeastern University,NE,343,Northeastern,BBC,R,R,56,232,849,3.72,108.2%,-0.43,-0.58,3,3
1343,1282739674,J. Bowman,Jacob Bowman,Bowman,Jacob,SS,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,46,161,599,3.72,111.2%,-0.44,-0.53,0,0
1344,1073827840,T. Morrison,Trace Morrison,Morrison,Trace,1B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,56,252,906,3.72,108.2%,-0.48,-0.91,5,1
1345,1870143898,J. Sanchez,Jacob Sanchez,Sanchez,Jacob,1B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,52,241,916,3.73,107.9%,-0.44,-0.30,2,2
1346,1077702912,D. Marshall,David Marshall,Marshall,David,2B,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,S,R,49,231,829,3.74,110.9%,-0.48,-0.78,4,2
1347,1020700976,O. Siegert,Owen Siegert,Siegert,Owen,TWP,South Dakota State University,SDST,730323200,South Dakota State,BBC,L,L,47,194,695,3.74,110.6%,-0.48,-0.44,1,0
1348,1318652416,T. Cohen,Trevor Cohen,Cohen,Trevor,RF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,57,273,962,3.75,102.7%,-0.48,0.02,7,5
1349,1227836160,W. Gallagher,Will Gallagher,Gallagher,Will,TWP,Rider University,RID,730174976,Rider,BBC,R,R,52,222,723,3.75,108.3%,-0.46,-0.45,3,1
1350,1028221213,R. Harmon,Reese Harmon,Harmon,Reese,3B,Seattle University,SEA,4504,Seattle,BBC,L,R,52,228,817,3.77,104.1%,-0.48,-0.51,9,9
1351,1310843904,B. Fish,Brandon Fish,Fish,Brandon,3B,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,49,205,688,3.77,111.0%,-0.49,-0.72,3,1
1352,1304692992,M. Knight,Max Knight,Knight,Max,TWP,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,54,214,899,3.78,103.0%,-0.49,-0.42,13,7
1353,1449562702,A. Melendez,Axel Melendez,Melendez,Axel,LF,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,R,51,195,729,3.79,103.1%,-0.49,-0.38,7,6
1354,1153211136,T. Liolios,Trent Liolios,Liolios,Trent,1B,Northwestern University,NW,730247680,Northwestern,BBC,L,R,51,194,754,3.79,103.9%,-0.49,0.24,9,6
1355,1085293312,R. Donohue,Ronan Donohue,Donohue,Ronan,3B,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,47,191,659,3.83,123.7%,-0.47,-0.46,4,1
1356,1174904320,J. Quandt,Jared Quandt,Quandt,Jared,RF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,S,R,55,240,877,3.85,109.1%,-0.48,-0.79,7,3
1357,1310395648,M. Niu,Maika Niu,Niu,Maika,SS,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,271,969,3.85,103.7%,-0.47,-0.21,10,9
1358,1342169021,C. Schmidt,Carl Schmidt,Schmidt,Carl,LF,University of California,CAL,730152448,California,BBC,R,R,45,180,689,3.85,103.2%,-0.46,-0.56,7,8
1359,1206710272,C. Headlee,Caden Headlee,Headlee,Caden,CF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,L,58,259,1005,3.86,105.4%,-0.44,-0.11,6,5
1360,1267878912,D. Perron,DJ Perron,Perron,DJ,1B,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,60,270,1062,3.88,102.4%,-0.48,0.29,15,12
1361,1177976320,B. Johnson,Brayden Johnson,Johnson,Brayden,LF,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,52,213,719,3.88,138.4%,-0.45,-0.52,2,0
1362,1301451776,E. Sullivan,Evin Sullivan,Sullivan,Evin,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,54,245,878,3.89,103.8%,-0.47,-0.84,5,2
1363,1092686080,H. Keen,Hunter Keen,Keen,Hunter,SS,Radford University,RAD,730267392,Radford,BBC,R,R,55,265,959,3.89,102.7%,-0.46,0.56,12,5
1364,1192564992,B. VanMaanen,Ben VanMaanen,VanMaanen,Ben,1B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,50,187,552,3.90,113.4%,-0.45,-0.52,2,2
1365,1279684864,W. French,Wil French,French,Wil,1B,Arkansas State University,ARST,730290176,Arkansas State,BBC,S,R,54,251,997,3.90,102.8%,-0.51,0.44,13,8
1366,1102896384,J. Bullard,Jakob Bullard,Bullard,Jake,1B,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,44,186,717,3.90,108.1%,-0.46,-0.56,2,1
1367,1188676864,J. Martinez,John Martinez,Martinez,John,2B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,57,253,874,3.90,110.0%,-0.48,-0.95,7,2
1368,1091474944,B. Leroux,Brando Leroux,Leroux,Brando,SS,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,54,218,780,3.91,109.5%,-0.49,-0.51,3,1
1369,1441024471,O. Clyne,Owen Clyne,Clyne,Owen,SS,George Mason University,GMU,730265088,George Mason,BBC,L,R,61,294,991,3.91,103.3%,-0.50,-0.27,11,6
1370,1310876672,N. Upstill,Nick Upstill,Upstill,Nick,LF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,L,L,49,192,658,3.91,107.4%,-0.50,-0.51,8,0
1371,1309472512,T. Sallie,Ty Sallie,Sallie,Ty,CF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,239,939,3.92,108.0%,-0.47,-0.20,5,2
1372,1111301120,K. Ritchie,Kollin Ritchie,Ritchie,Kollin,LF,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,42,174,709,3.92,104.0%,-0.50,-0.67,9,4
1373,1157355776,B. Rocha,Bubba Rocha,Rocha,Bubba,LF,California Baptist University,CBU,5091,California Baptist,BBC,R,R,46,200,845,3.92,102.9%,-0.46,0.08,12,9
1374,1152865536,X. Esquer,Xavier Esquer,Esquer,Xavier,3B,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,54,263,937,3.92,103.7%,-0.50,-0.34,7,4
1375,1089026304,N. Jordan,Nicho Jordan,Jordan,Nicho,CF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,L,53,239,939,3.93,109.1%,-0.51,-0.96,3,3
1376,1255332352,C. Peery,Cannon Peery,Peery,Cannon,LF,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,51,191,736,3.94,105.5%,-0.47,-1.00,5,6
1377,1207486976,L. Odden,Luke Odden,Odden,Luke,2B,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,S,R,58,225,856,3.95,101.9%,-0.51,1.38,16,13
1378,1192564993,C. Hynek,Colin Hynek,Hynek,Colin,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,52,227,845,3.95,103.0%,-0.45,-0.56,14,13
1379,1325105152,J. Simpson,Joe Simpson,Simpson,Joe,LF,Campbell University,CAMP,730187776,Campbell,BBC,R,R,44,175,689,3.98,104.5%,-0.47,-0.64,8,3
1380,1099858944,Q. Phillips,Q Phillips,Phillips,Q,LF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,S,L,51,209,913,3.99,106.7%,-0.51,-1.62,5,1
1381,1269233194,D. Small,Dane Small,Small,Dane,RF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,48,191,597,4.00,112.9%,-0.48,-0.43,3,0
1382,1119193600,H. Torres,Hederick Torres,Torres,Hederick,C,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,42,163,528,4.01,126.7%,-0.48,-0.72,4,1
1383,1334320384,T. Castro,Tyler Castro,Castro,Tyler,1B,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,R,46,188,735,4.01,106.2%,-0.52,-0.33,4,2
1384,1078579712,J. Bant,Jay Bant,Bant,Jay,1B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,50,221,715,4.01,106.9%,-0.52,-1.10,5,2
1385,1257343232,B. Cleary,Ben Cleary,Cleary,Ben,SS,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,49,219,855,4.02,102.8%,-0.51,-0.14,9,7
1386,1113915136,C. Higgs,Conor Higgs,Higgs,Conor,LF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,58,248,924,4.02,103.2%,-0.52,0.41,9,9
1387,1613973512,G. Grutzmacher,Gavin Grutzmacher,Grutzmacher,Gavin,2B,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,46,217,761,4.03,119.2%,-0.49,-0.31,4,0
1388,1233641139,F. Peralta,Fabio Peralta,Peralta,Fabio,CF,University of Miami,MIA,236,Miami,BBC,L,L,57,197,716,4.03,103.6%,-0.52,-1.20,4,4
1389,1131893504,C. Kenny,Craig Kenny,Kenny,Craig,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,47,192,709,4.04,105.9%,-0.48,-0.01,0,2
1390,1408080086,C. Magoulick,Charley Magoulick,Magoulick,Charley,1B,Rider University,RID,730174976,Rider,BBC,L,L,48,193,652,4.05,115.0%,-0.52,-0.47,2,0
1391,1101830656,J. Ference,Jacob Ference,Ference,Jacob,C,University of Virginia,UVA,5415,Virginia,BBC,R,R,39,157,677,4.06,104.4%,-0.47,-0.41,6,5
1392,1099921152,T. Gollert,Taeg Gollert,Gollert,Taeg,1B,Missouri State University,MOSU,5382,Missouri State,BBC,R,R,47,220,807,4.06,103.9%,-0.50,-1.04,4,7
1393,1310653952,J. Wagoner,Jake Wagoner,Wagoner,Jake,C,Seattle University,SEA,4504,Seattle,BBC,R,R,46,186,560,4.06,107.0%,-0.48,-0.57,4,2
1394,1097334050,C. Fralick,Chase Fralick,Fralick,Chase,C,Auburn University,AUB,5466,Auburn,BBC,L,R,58,250,971,4.08,102.1%,-0.53,-0.72,12,11
1395,1207820032,Z. Ruddell,Zeb Ruddell,Ruddell,Zeb,LF,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,51,210,843,4.09,103.2%,-0.52,-0.04,12,4
1396,1234177521,M. Ineich,Matt Ineich,Ineich,Matt,2B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,36,173,652,4.10,112.1%,-0.53,-0.47,5,1
1397,1235305472,M. Williams,Max Williams,Williams,Max,CF,Florida State University,FSU,101,Florida State,BBC,L,L,57,261,893,4.11,105.5%,-0.53,-0.69,15,7
1398,1289946112,S. Donahue,Scott Donahue,Donahue,Scott,C,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,49,216,788,4.11,108.2%,-0.47,-0.69,5,0
1399,1251442944,G. Baldwin,Gavin Baldwin,Baldwin,Gavin,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,52,241,948,4.12,104.1%,-0.45,-0.19,11,8
1400,1992334055,T. Castonguay,Tony Castonguay,Castonguay,Tony,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,43,163,627,4.12,113.3%,-0.50,-0.57,4,1
1401,1299973888,J. Casey,Jake Casey,Casey,Jake,RF,Kent State University,KENT,730315008,Kent State,BBC,L,R,56,269,1016,4.12,107.0%,-0.53,-0.69,7,4
1402,1212883200,D. Tavarez,Diego Tavarez,Tavarez,Diego,LF,Wagner College,WAG,730192640,Wagner,BBC,L,R,50,233,763,4.12,119.7%,-0.53,-1.72,1,1
1403,1135882752,C. Carson,Christopher Carson,Carson,Christopher,CF,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,47,170,592,4.12,109.8%,-0.53,-0.63,4,2
1404,1086141696,M. Doyle,Michael Doyle,Doyle,Michael,3B,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,43,167,583,4.13,110.9%,-0.49,-0.27,3,3
1405,1900787526,J. Walker,Jackson Walker,Walker,Jackson,LF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,56,245,846,4.13,113.0%,-0.53,-0.18,3,1
1406,1297578240,R. Iffrig,Riley Iffrig,Iffrig,Riley,1B,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,58,272,912,4.13,105.4%,-0.53,-0.54,13,5
1407,1842721780,J. Hale,John Hale,Hale,John,CF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,45,203,711,4.15,105.3%,-0.50,-0.64,9,4
1408,1099412224,T. Recchio,Tanner Recchio,Recchio,Tanner,2B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,48,229,822,4.16,107.4%,-0.54,-0.23,6,3
1409,1370253647,J. Jimenez,Jorsixt Jimenez,Jimenez,Jorsixt,RF,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,48,215,785,4.20,122.4%,-0.51,-0.48,4,1
1410,1198920583,S. Stephenson,Sean Stephenson,Stephenson,Sean,3B,Iona College,IONA,730242048,Iona,BBC,L,L,49,234,702,4.21,139.0%,-0.54,-0.68,3,1
1411,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,45,190,705,4.21,106.4%,-0.52,-0.66,4,4
1412,1105387008,J. Journette,Justin Journette,Journette,Justin,RF,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,42,196,545,4.21,154.1%,-0.50,-0.28,4,2
1413,1135092480,B. Fierenzi,Ben Fierenzi,Fierenzi,Ben,SS,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,41,192,690,4.23,106.6%,-0.50,-0.45,5,7
1414,1077015040,J. King,Jake King,King,Jake,LF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,51,244,986,4.23,107.7%,-0.54,-0.69,5,1
1415,1935894621,J. Pererira,Jake Pererira,Pererira,Jake,CF,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,45,157,508,4.23,111.5%,-0.49,-0.83,2,0
1416,1310332928,R. Helfrick,Ryder Helfrick,Helfrick,Ryder,C,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,61,236,936,4.23,103.1%,-0.52,-0.59,5,2
1417,1196832256,S. McGee,Sean McGee,McGee,Sean,SS,Stonehill College,SC,730238464,Stonehill,BBC,R,R,44,217,752,4.28,109.4%,-0.55,-0.80,7,2
1418,1434805078,N. Dicarlo,Nick Dicarlo,Dicarlo,Nick,CF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,L,51,189,620,4.29,116.7%,-0.54,-0.93,4,1
1419,1314632704,M. Cisco,Mason Cisco,Cisco,Mason,1B,Canisius College,CAN,730218752,Canisius,BBC,L,R,41,182,576,4.29,131.3%,-0.55,-0.54,4,0
1420,1263352576,K. Jones,Kevin Jones,Jones,Kevin,SS,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,58,257,911,4.29,102.5%,-0.51,-0.80,9,5
1421,1184445440,C. Troyer,Camden Troyer,Troyer,Camden,TWP,Liberty University,LIB,730156288,Liberty,BBC,L,L,56,251,1006,4.29,102.2%,-0.55,-0.07,11,3
